Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabe,Word Family,Meaning,Onset for first letter,
catastrophe,6629,4461,scourge,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,4570,emergency,3,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,5240,hardship,5,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,5348,devastation,-1,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,5862,tragedy,4,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,5930,culmination,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,7437,mishap,6,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,7802,termination,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,8140,debacle,-1,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,8762,calamity,-1,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,8764,casualty,6,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,8858,havoc,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,8902,fatality,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,9830,adversity,-1,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,10133,finale,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,10517,fiasco,-1,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,10653,affliction,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,11034,meltdown,-1,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,16458,misadventure,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,16961,misfortune,5,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,18868,cataclysm,-1,3,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,19545,denouement,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,6629,20942,infliction,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,50,end,2,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,190,trouble,3,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,949,failure,4,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,986,crash,3,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,1159,ill,2,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,1568,accident,2,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,2587,misery,4,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,2661,trial,4,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,2849,stroke,4,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,3051,desolation,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,3315,wreck,6,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,3386,disaster,4,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,4461,scourge,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,4570,emergency,3,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,5240,hardship,5,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,5348,devastation,-1,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,5862,tragedy,4,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,5930,culmination,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,7437,mishap,6,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,7802,termination,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,8140,debacle,-1,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,8762,calamity,-1,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,8764,casualty,6,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,8858,havoc,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,8902,fatality,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,9830,adversity,-1,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,10133,finale,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,10517,fiasco,-1,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,10653,affliction,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,11034,meltdown,-1,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,14265,blow,3,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,16458,misadventure,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,16961,misfortune,5,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,19545,denouement,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,20942,infliction,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,24158,cataclysm,-1,1,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,31341,reverse,5,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,34779,upshot,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,35470,curtains,2,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,35598,contretemps,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,35599,grief,4,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
catastrophe,25212,35600,mischance,-1,2,3,catastrophe,"{'Noun': ['an event resulting in great loss and misfortune', 'a state of extreme (usually irremediable', ""a sudden violent change in the earth's surface""]}",['catastrophe'],catastrophe
chancellor,29988,1092,court,4,1,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,1957,bench,5,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,2017,critic,5,1,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,3821,inspector,4,1,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,3945,authority,4,1,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,6868,honor,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,8183,referee,4,1,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,8450,magistrate,5,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,10641,moderator,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,12171,interpreter,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,12384,negotiator,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,12408,ombudsman,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,12459,intermediary,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,13556,marshal,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,18236,arbiter,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,18811,adjudicator,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,22929,warden,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,24475,expert,3,1,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,30421,peacemaker,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,30630,umpire,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,31884,justice,4,1,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,35116,judiciary,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,35993,conciliator,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,36158,assessor,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,29988,36159,evaluator,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,1092,court,4,3,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,1957,bench,5,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,2017,critic,5,3,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,3821,inspector,4,3,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,3945,authority,4,3,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,6868,honor,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,8183,referee,4,3,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,8450,magistrate,5,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,10425,umpire,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,10641,moderator,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,12171,interpreter,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,12384,negotiator,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,12408,ombudsman,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,12459,intermediary,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,13556,marshal,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,18236,arbiter,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,18675,umpire,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,18811,adjudicator,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,20772,expert,3,3,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,22929,warden,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chancellor,11719,30421,peacemaker,-1,2,3,chancellor,"{'Noun': ['the British cabinet minister responsible for finance', 'the person who is head of government (in several countries', 'the honorary or titular head of a university']}",['chancellor'],chancellor
chapel,6053,2270,sanctuary,-1,1,2,chaple,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
chapel,6053,3251,church,2,1,2,chaple,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
chapel,6053,16269,oratory,-1,2,2,chaple,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
chapel,6053,17071,tabernacle,-1,2,2,chaple,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
chapel,6053,35036,shrine,-1,1,2,chaple,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
charisma,16262,922,flash,4,2,3,charism,{'Noun': ['a personal attractiveness or interestingness that enables you to influence others']},['charisma'],charisma
charisma,16262,1186,dazzle,6,2,3,charism,{'Noun': ['a personal attractiveness or interestingness that enables you to influence others']},['charisma'],charisma
charisma,16262,2890,glamour,5,3,3,charism,{'Noun': ['a personal attractiveness or interestingness that enables you to influence others']},['charisma'],charisma
charisma,16262,11261,allure,-1,3,3,charism,{'Noun': ['a personal attractiveness or interestingness that enables you to influence others']},['charisma'],charisma
charisma,16262,14824,pizzazz,-1,2,3,charism,{'Noun': ['a personal attractiveness or interestingness that enables you to influence others']},['charisma'],charisma
charisma,16262,15092,magnetism,-1,3,3,charism,{'Noun': ['a personal attractiveness or interestingness that enables you to influence others']},['charisma'],charisma
charismatic,6686,9689,hypnotic,-1,3,4,charism,{'Adjective': ['possessing an extraordinary ability to attract']},['charismatic'],charismatic
charismatic,6686,13285,mesmerizing,-1,3,4,charism,{'Adjective': ['possessing an extraordinary ability to attract']},['charismatic'],charismatic
charismatic,6686,15401,alluring,-1,3,4,charism,{'Adjective': ['possessing an extraordinary ability to attract']},['charismatic'],charismatic
charismatic,6686,22475,appealing,5,1,4,charism,{'Adjective': ['possessing an extraordinary ability to attract']},['charismatic'],charismatic
charismatic,6686,35770,poised,-1,3,4,charism,{'Adjective': ['possessing an extraordinary ability to attract']},['charismatic'],charismatic
chronic,8085,557,usual,2,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,2285,prolonged,5,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,3509,persistent,5,3,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,3768,continuous,4,3,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,4608,lasting,-1,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,5551,recurring,-1,3,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,5622,recurrent,-1,3,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,5664,habitual,-1,3,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,5928,unmitigated,-1,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,5974,enduring,-1,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,6596,perennial,-1,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,7023,protracted,-1,3,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,9264,ingrained,-1,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,10592,tenacious,-1,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,10637,inborn,-1,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,12508,settled,-1,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,13038,rooted,-1,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,13826,lifelong,6,3,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,14588,fixed,4,1,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,15122,incurable,6,3,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
chronic,8085,15417,lingering,-1,3,2,chronic,"{'Adjective': ['being long-lasting and recurrent or characterized by long suffering', 'of long duration', 'habitual']}",['chronic'],caronic;saronic;chronic
