Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel,Word family,Meaning,Onset for first letter,onset for second letter
warrant,34393,3945,authority,4,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,4543,tag,4,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,4825,passport,2,1,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,4868,permit,3,1,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,4899,guarantee,4,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,5426,assurance,5,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,6215,commission,4,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,6235,shingle,-1,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,6444,sanction,5,1,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,6820,warranty,-1,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,7132,basis,5,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,7181,pledge,5,1,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,7569,word,1,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,7731,certificate,3,1,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,10441,pawn,-1,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,11248,accreditation,-1,1,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,12694,credential,-1,1,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,14008,verification,-1,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,16019,carte blanche,-1,3,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,16230,subpoena,-1,1,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,19149,earnest,-1,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,29079,summons,-1,1,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,32817,okay,1,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,33829,green light,-1,3,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,35365,authentication,-1,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
warrant,34393,37142,credentials,-1,2,2,warrant,"{'Noun': ['a writ from a court commanding police to perform specified acts', 'a type of security issued by a corporation (usually together with a bond or preferred stock', 'formal and explicit approval', 'a written assurance that some product or service will be provided or will meet certain specifications'], 'Verb': ['provide adequate grounds to justify (a certain course of action', 'stand behind and guarantee the quality, accuracy, or condition of']}",['warrant'],warrant
vicinity,4054,1572,around,2,1,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,2205,environment,2,2,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,2825,turf,-1,2,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,3316,hood,-1,2,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,3636,range,3,2,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,4508,district,3,2,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,5427,territory,4,2,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,5479,proximity,6,3,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,7264,neighborhood,-1,3,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,11512,precinct,-1,2,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,11542,locality,-1,2,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
vicinity,4054,19510,ballpark,-1,2,4,None,{'Noun': ['a surrounding or nearby region']},['vicinity'],vicinity
witch,2688,10806,magician,-1,1,1,None,"{'Noun': ['a female sorcerer or magician', 'a being (usually female', 'a believer in Wicca', 'an ugly evil-looking old woman'], 'Verb': ['cast a spell over someone or something; put a hex on someone or something']}","['aitch', 'bitch', 'ditch', 'fitch', 'hitch', 'litch', 'nitch', 'pitch', 'sitch', 'witch']",batch;catch;datch;gatch;hatch;latch;match;natch;patch;ratch;watch;aitch;bitch;ditch;fitch;hitch;litch;nitch;pitch;sitch;witch;botch;butch;dutch;fetch;fotch;hotch;hutch;letch;notch;potch
witch,2688,22374,sorcerer,-1,2,1,None,"{'Noun': ['a female sorcerer or magician', 'a being (usually female', 'a believer in Wicca', 'an ugly evil-looking old woman'], 'Verb': ['cast a spell over someone or something; put a hex on someone or something']}","['aitch', 'bitch', 'ditch', 'fitch', 'hitch', 'litch', 'nitch', 'pitch', 'sitch', 'witch']",batch;catch;datch;gatch;hatch;latch;match;natch;patch;ratch;watch;aitch;bitch;ditch;fitch;hitch;litch;nitch;pitch;sitch;witch;botch;butch;dutch;fetch;fotch;hotch;hutch;letch;notch;potch
witch,2688,25180,conjurer,-1,2,1,None,"{'Noun': ['a female sorcerer or magician', 'a being (usually female', 'a believer in Wicca', 'an ugly evil-looking old woman'], 'Verb': ['cast a spell over someone or something; put a hex on someone or something']}","['aitch', 'bitch', 'ditch', 'fitch', 'hitch', 'litch', 'nitch', 'pitch', 'sitch', 'witch']",batch;catch;datch;gatch;hatch;latch;match;natch;patch;ratch;watch;aitch;bitch;ditch;fitch;hitch;litch;nitch;pitch;sitch;witch;botch;butch;dutch;fetch;fotch;hotch;hutch;letch;notch;potch
witch,2688,34526,enchanter,-1,2,1,None,"{'Noun': ['a female sorcerer or magician', 'a being (usually female', 'a believer in Wicca', 'an ugly evil-looking old woman'], 'Verb': ['cast a spell over someone or something; put a hex on someone or something']}","['aitch', 'bitch', 'ditch', 'fitch', 'hitch', 'litch', 'nitch', 'pitch', 'sitch', 'witch']",batch;catch;datch;gatch;hatch;latch;match;natch;patch;ratch;watch;aitch;bitch;ditch;fitch;hitch;litch;nitch;pitch;sitch;witch;botch;butch;dutch;fetch;fotch;hotch;hutch;letch;notch;potch
witch,2688,34527,necromancer,-1,2,1,None,"{'Noun': ['a female sorcerer or magician', 'a being (usually female', 'a believer in Wicca', 'an ugly evil-looking old woman'], 'Verb': ['cast a spell over someone or something; put a hex on someone or something']}","['aitch', 'bitch', 'ditch', 'fitch', 'hitch', 'litch', 'nitch', 'pitch', 'sitch', 'witch']",batch;catch;datch;gatch;hatch;latch;match;natch;patch;ratch;watch;aitch;bitch;ditch;fitch;hitch;litch;nitch;pitch;sitch;witch;botch;butch;dutch;fetch;fotch;hotch;hutch;letch;notch;potch
awesome,1213,286,mean,2,1,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,360,wondrous,-1,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,451,awful,2,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,575,beautiful,1,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,713,hairy,-1,1,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,733,terrible,2,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,2301,dreadful,-1,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,2519,nervous,3,1,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,2525,majestic,-1,1,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,2611,terrifying,4,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,2934,magnificent,3,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,2955,fearful,6,1,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,3571,breathtaking,4,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,3626,stunning,4,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,3757,formidable,6,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,3801,fearsome,-1,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,4651,horrifying,6,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,4880,impressive,4,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,5250,frightening,3,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,5265,daunting,-1,1,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,5337,alarming,5,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,5465,shocking,3,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,5651,striking,4,1,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,6063,overwhelming,5,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,9538,intimidating,-1,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,10726,moving,4,1,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,13638,imposing,-1,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,16841,astonishing,4,3,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
awesome,1213,28086,grand,4,1,3,None,{'Adjective': ['inspiring awe or admiration or wonder']},['awesome'],awesome
chapel,6053,2270,sanctuary,-1,1,2,None,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
chapel,6053,3251,church,2,1,2,None,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
chapel,6053,16269,oratory,-1,2,2,None,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
chapel,6053,17071,tabernacle,-1,2,2,None,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
chapel,6053,35036,shrine,-1,1,2,None,"{'Noun': ['a place of worship that has its own altar', 'a service conducted in a place of worship that has its own altar']}",['chapel'],chapel
inherit,3087,25,get,1,2,3,inherit,"{'Verb': ['obtain from someone after their death', 'receive from a predecessor', 'receive by genetic transmission']}","['enherit', 'inherit']",enherit;inherit
inherit,3087,1155,receive,2,1,3,inherit,"{'Verb': ['obtain from someone after their death', 'receive from a predecessor', 'receive by genetic transmission']}","['enherit', 'inherit']",enherit;inherit
inherit,3087,5051,derive,4,1,3,inherit,"{'Verb': ['obtain from someone after their death', 'receive from a predecessor', 'receive by genetic transmission']}","['enherit', 'inherit']",enherit;inherit
inherit,3087,5799,acquire,4,1,3,inherit,"{'Verb': ['obtain from someone after their death', 'receive from a predecessor', 'receive by genetic transmission']}","['enherit', 'inherit']",enherit;inherit
inherit,3087,7029,obtain,4,1,3,inherit,"{'Verb': ['obtain from someone after their death', 'receive from a predecessor', 'receive by genetic transmission']}","['enherit', 'inherit']",enherit;inherit
inherit,3087,32785,succeed,3,1,3,inherit,"{'Verb': ['obtain from someone after their death', 'receive from a predecessor', 'receive by genetic transmission']}","['enherit', 'inherit']",enherit;inherit
discomfort,5748,190,trouble,3,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,415,ache,3,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,551,hurt,2,2,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,1448,embarrassment,4,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,4039,upset,4,2,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,5240,hardship,5,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,7829,distress,5,2,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,7919,malaise,-1,2,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,13557,disquiet,-1,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,14496,vexation,-1,2,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,32201,displeasure,-1,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,33582,nuisance,4,2,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,33781,annoyance,5,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,33785,soreness,-1,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,35489,uneasiness,-1,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,35720,discomfiture,-1,2,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
discomfort,5748,39234,unpleasantness,-1,1,3,None,"{'Noun': ['the state of being tense and feeling pain', 'an uncomfortable feeling of mental painfulness or distress']}",['discomfort'],discomfort
turmoil,6031,190,trouble,3,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,646,stir,3,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,1031,noise,1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,1386,flurry,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,2433,row,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,2449,confusion,4,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,2869,whirl,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,3228,commotion,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,3350,uproar,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,3705,hectic,5,3,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,3889,anxiety,4,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,4313,disorder,6,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,5187,riot,5,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,5215,ailment,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,5354,violence,4,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,5599,disturbance,5,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,6187,strife,-1,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,6825,unrest,6,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,7829,distress,5,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,8388,agitation,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,9370,ferment,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,9893,bustle,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,9995,flap,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,10158,lather,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,10824,turbulence,-1,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,11302,dither,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,11978,hubbub,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,12298,pandemonium,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,13557,disquiet,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,23270,bedlam,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,24114,topsy-turvy,-1,3,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,30288,fuss,5,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,31489,restlessness,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,32686,hassle,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,33048,tumult,-1,1,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,33518,mix-up,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,34367,to-do,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,35975,free-for-all,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
turmoil,6031,38842,restiveness,-1,2,2,None,"{'Noun': ['a violent disturbance', 'violent agitation', 'disturbance usually in protest']}",['turmoil'],turmoil
deodorant,21590,6844,cosmetic,-1,3,3,None,{'Noun': ['a toiletry applied to the skin in order to mask unpleasant odors']},['deodorant'],deodorant
deodorant,21590,9483,cleanser,-1,3,3,None,{'Noun': ['a toiletry applied to the skin in order to mask unpleasant odors']},['deodorant'],deodorant
deodorant,21590,15658,disinfectant,-1,3,3,None,{'Noun': ['a toiletry applied to the skin in order to mask unpleasant odors']},['deodorant'],deodorant
deodorant,21590,21963,antiperspirant,-1,2,3,None,{'Noun': ['a toiletry applied to the skin in order to mask unpleasant odors']},['deodorant'],deodorant
